"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","W4Efsd 8","W4Efsd 9","FQ2IWe src","ah5Ghc","W6VQef","M4A5Cf","ah5Ghc 2","fontBodyMedium","EgL07d src","R8c4Qb"
"https://www.google.com/maps/place/OYO+Hotel+6302+Hotel+Shivtara/data=!4m10!3m9!1s0x3bd1d640af438e03:0x7fb6a29c73047594!5m2!4m1!1i2!8m2!3d19.1499495!4d77.3145639!16s%2Fg%2F11cs04p9d5!19sChIJA45Dr0DW0TsRlHUEc5yitn8?authuser=0&hl=en&rclk=1","OYO Hotel 6302 Hotel Shivtara","3.1","(390)","·","Hotel","·","No-frills budget lodging with Wi-Fi","","","","","","https://lh5.googleusercontent.com/p/AF1QipMDgS-7krqVDX0WZBKFDmY7NuiJej_1_bp8kTQ=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Ashiyana+Park/data=!4m10!3m9!1s0x3bd1d66837b6e19f:0x68eecb9e3d964d89!5m2!4m1!1i2!8m2!3d19.158369!4d77.3081368!16s%2Fg%2F11c52x8680!19sChIJn-G2N2jW0TsRiU2WPZ7L7mg?authuser=0&hl=en&rclk=1","Hotel Ashiyana Park","3.4","(132)","·","Hotel room","","","","","","","","https://lh4.googleusercontent.com/F6YcLr6Ws7Qz1L7C3697OHMUQJp4xQhmKe7KYpEW08z0PZzfOR-FKFSdvbiZSQXw=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Ashirwad+Lodge/data=!4m10!3m9!1s0x3bd1d6421a24f62d:0x86b5acdb4350e11a!5m2!4m1!1i2!8m2!3d19.1555208!4d77.3103372!16s%2Fg%2F11bw7c_22q!19sChIJLfYkGkLW0TsRGuFQQ9ustYY?authuser=0&hl=en&rclk=1","Hotel Ashirwad Lodge","3.5","(282)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipMsY1fZM1MG_evF-cpNEe8KX9-4e4hE4Tqn4NlA=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Chandralok/data=!4m10!3m9!1s0x3bd1d657ebca89bf:0x8cf9487035bf7970!5m2!4m1!1i2!8m2!3d19.1722484!4d77.3222303!16s%2Fg%2F1q6jzgbr9!19sChIJv4nK61fW0TsRcHm_NXBI-Yw?authuser=0&hl=en&rclk=1","Hotel Chandralok","4.0","(2,017)","·","3-star hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPNlwhrCdsXymr8Eh4bpngXJFxEu5UZQs428x5P=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+City+Pride/data=!4m10!3m9!1s0x3bd1d6f8f0d6741d:0xcf45a1d87416edee!5m2!4m1!1i2!8m2!3d19.175518!4d77.32421!16s%2Fg%2F11b6vfshn_!19sChIJHXTW8PjW0TsR7u0WdNihRc8?authuser=0&hl=en&rclk=1","Hotel City Pride","3.8","(2,171)","·","3-star hotel","·","Casual hotel with vegetarian dining","","","","","","https://lh5.googleusercontent.com/p/AF1QipMi04dwvg05opfU_pQEeDIXbNriqLDXIyWsl9_2=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Chandralok/data=!4m10!3m9!1s0x3bd1d657ea2c0a31:0x8cf9487035bf7970!5m2!4m1!1i2!8m2!3d19.172248!4d77.32223!16s%2Fg%2F1q6jzgbr9!19sChIJMQos6lfW0TsRcHm_NXBI-Yw?authuser=0&hl=en&rclk=1","Hotel Chandralok","4.0","(2,017)","·","3-star hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPNlwhrCdsXymr8Eh4bpngXJFxEu5UZQs428x5P=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Nirmal+Palace/data=!4m10!3m9!1s0x3bd1d6684c1326cd:0x71991b4c67f9fb2!5m2!4m1!1i2!8m2!3d19.1579554!4d77.3074668!16s%2Fg%2F1vvr4pv0!19sChIJzSYTTGjW0TsRsp9_xrSRGQc?authuser=0&hl=en&rclk=1","Nirmal Palace","3.4","(728)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOaFc50yplJuEHz69vxEUKTYaU3HW3Ed-9DQ-Zr=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Capital+O+48743+Hotel+Galaxy/data=!4m10!3m9!1s0x3bce299f30cbbb4b:0xd8570a7f87f16f14!5m2!4m1!1i2!8m2!3d19.110796!4d77.2885558!16s%2Fg%2F11glcx7jb3!19sChIJS7vLMJ8pzjsRFG_xh38KV9g?authuser=0&hl=en&rclk=1","Capital O 48743 Hotel Galaxy","4.0","(40)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOzQKryi61HZe0pX3f2sYo4_WJDLFgDlcu0BS-W=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+76715+Konark+Executive/data=!4m10!3m9!1s0x3bd1d704de9454a1:0x7a15b29f6b787706!5m2!4m1!1i2!8m2!3d19.1369467!4d77.3145493!16s%2Fg%2F11pbfl_m4d!19sChIJoVSU3gTX0TsRBnd4a5-yFXo?authuser=0&hl=en&rclk=1","OYO 76715 Konark Executive","3.7","(44)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNg_9g6iWgSTq6AdBjG4aIXuWX-8kBYTBg2SqZA=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+83024+Shivrudra+Executive/data=!4m10!3m9!1s0x3bd1d796203b72cb:0xc95586a07d3b0927!5m2!4m1!1i2!8m2!3d19.168312!4d77.3048598!16s%2Fg%2F11rd8hky06!19sChIJy3I7IJbX0TsRJwk7faCGVck?authuser=0&hl=en&rclk=1","OYO 83024 Shivrudra Executive","2.1","(20)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOeUm4xse2XFomyhTtLa3cyEHnIl_ttNiQlnYhQ=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+46968+Mahakal+Inn/data=!4m10!3m9!1s0x3bce29a2d88a3a0b:0x7aad5ec92edceb8e!5m2!4m1!1i2!8m2!3d19.1121216!4d77.289667!16s%2Fg%2F11j8xgvr0b!19sChIJCzqK2KIpzjsRjuvcLslerXo?authuser=0&hl=en&rclk=1","OYO 46968 Mahakal Inn","3.0","(114)","·","Hotel","","","","","","","","https://lh6.googleusercontent.com/proxy/O7aaxzVa2h-S_JKa52NKzkNuiXMQewXSTGtre8RXdFjeUHmBe-xnXLwAIfVKt8LqyN6e5hl9aY6AKqvtt7Tpg92ANdcBQIcVyIr8Hq3DcbZ2pmCScwO0eXHlUX32Mt0chU4n9OsmRQgkLnyBMwTeSQzF7CbITQ=w138-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Vits+Hotels+Nanded/data=!4m10!3m9!1s0x3bd1d586285614d9:0x2a1ee35892eebd71!5m2!4m1!1i2!8m2!3d19.1949871!4d77.2795094!16s%2Fg%2F11gh80r49g!19sChIJ2RRWKIbV0TsRcb3ukljjHio?authuser=0&hl=en&rclk=1","Vits Hotels Nanded","4.3","(122)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOwxa0OlMPBlcXTTfJ7eGWBHbtfSgQ9hFqm_UZX=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Talha+Residency+Lodging/data=!4m10!3m9!1s0x3bd1d6429aa71b97:0xce69424f33fa00d!5m2!4m1!1i2!8m2!3d19.158721!4d77.310176!16s%2Fg%2F11cp7fdvyd!19sChIJlxunmkLW0TsRDaA_8ySU5gw?authuser=0&hl=en&rclk=1","Hotel Talha Residency Lodging","3.5","(276)","·","Lodge","","","","","","","","https://lh5.googleusercontent.com/qrDDGTia09bwqMufT1n3-UnaP-PP_Ic07KHg8MB69vcUAknohj0-0aTNtBJ7FJRV=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Visawa+Palace/data=!4m10!3m9!1s0x3bd1d79381a2e925:0xa966af16edbe2593!5m2!4m1!1i2!8m2!3d19.1664363!4d77.3062757!16s%2Fg%2F11fjyvwcvs!19sChIJJemigZPX0TsRkyW-7RavZqk?authuser=0&hl=en&rclk=1","Visawa Palace","4.1","(1,199)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNgeviP5ktcVF6g3-HLPZNTWax7aOM7rSbJolca=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/SPOT+ON+47639+Mahakal+Lodge/data=!4m10!3m9!1s0x3bd1d717a474b5a1:0xe10151355c4ec9d!5m2!4m1!1i2!8m2!3d19.1492962!4d77.3172528!16s%2Fg%2F11h_5fj_q6!19sChIJobV0pBfX0TsRnezEVRMVEA4?authuser=0&hl=en&rclk=1","SPOT ON 47639 Mahakal Lodge","3.1","(56)","·","Hotel","·","Simple budget hotel with a lounge","","","","","","https://lh5.googleusercontent.com/p/AF1QipMQQXMhnk1qRlgbDEZZ35ERHVk-PY57qgKlxo1I=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Sapna+Hotel+Nanded/data=!4m7!3m6!1s0x3bd1d6429f07e403:0x7e407ac2347c3bb0!8m2!3d19.159215!4d77.309651!16s%2Fg%2F1hm65gqzg!19sChIJA-QHn0LW0TsRsDt8NMJ6QH4?authuser=0&hl=en&rclk=1","Sapna Hotel Nanded","3.2","(48)","·","Lodge","·","Railway Station Rd, opposite Railway Station","","","","","","https://lh5.googleusercontent.com/p/AF1QipN6OhWn__nhLudjvp05AhtL5nMN6OpolVoRpoeP=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Amrit+Residency/data=!4m10!3m9!1s0x3bd1d657985b687b:0x19147544142c60bf!5m2!4m1!1i2!8m2!3d19.1708294!4d77.3212445!16s%2Fg%2F11bwkg16_t!19sChIJe2hbmFfW0TsRv2AsFER1FBk?authuser=0&hl=en&rclk=1","Hotel Amrit Residency","3.8","(510)","·","2-star hotel","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Hotel+Rajyog/data=!4m10!3m9!1s0x3bd1d7177c343ec1:0xb7636be1645cac67!5m2!4m1!1i2!8m2!3d19.1771638!4d77.3253586!16s%2Fg%2F11j4kc907m!19sChIJwT40fBfX0TsRZ6xcZOFrY7c?authuser=0&hl=en&rclk=1","Hotel Rajyog","4.5","(157)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNCeRlGNh5cIZ7YvSsZWcfYMqK8YRC3YalrwnlF=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Amrit+Residency/data=!4m10!3m9!1s0x3bd1d657985b687b:0x19147544142c60bf!5m2!4m1!1i2!8m2!3d19.1708294!4d77.3212445!16s%2Fg%2F11bwkg16_t!19sChIJe2hbmFfW0TsRv2AsFER1FBk?authuser=0&hl=en&rclk=1","Hotel Amrit Residency","3.8","(510)","·","2-star hotel","","","","","","","","https://lh6.googleusercontent.com/Hu8cJbiQDDugL5sUR-mp8rKz0B3y5rcmKrIIBkIgWDHAvg7zCyqSzJKxtFL27clE=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Taj+Patil/data=!4m10!3m9!1s0x3bd1d661a0103993:0x488f34e1fcdcb111!5m2!4m1!1i2!8m2!3d19.1692314!4d77.3051376!16s%2Fg%2F1tdkkpb3!19sChIJkzkQoGHW0TsREbHc_OE0j0g?authuser=0&hl=en&rclk=1","Taj Patil","3.7","(1,252)","·","3-star hotel","","","","","","","","https://lh6.googleusercontent.com/OSN6mR49EXw2Bvfcop9bLtFYcgYEAz7h6s-zXd5LTioOK2C3t7BThjqXqTm49M5_=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Grand+Maratha/data=!4m10!3m9!1s0x3bd1d7b89171df55:0xfca19ad80dba3a14!5m2!4m1!1i2!8m2!3d19.1854519!4d77.2918409!16s%2Fg%2F11h3njj0z9!19sChIJVd9xkbjX0TsRFDq6Ddiaofw?authuser=0&hl=en&rclk=1","Hotel Grand Maratha","3.6","(425)","·","Hotel","·","Relaxed hotel with a rooftop pool","","","","","","https://lh5.googleusercontent.com/p/AF1QipNWX2BoL03CDV-YJAYs-e5w5b2NWSL_RBFqJKY=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Bhaiji+Palace/data=!4m10!3m9!1s0x3bd1d6662fb82a45:0x8095ac0fa47c46fa!5m2!4m1!1i2!8m2!3d19.1611941!4d77.3060007!16s%2Fg%2F1260mxnyt!19sChIJRSq4L2bW0TsR-kZ8pA-slYA?authuser=0&hl=en&rclk=1","Hotel Bhaiji Palace","4.0","(87)","·","Lodge","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOb7NKVijAj7_Klne6-3zyXix-2HhPxwDbVGH7X=w200-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+45331+Hotel+Sant+Kripa/data=!4m10!3m9!1s0x3bd1d7a16dbf1713:0x535d4e8857c2b4ef!5m2!4m1!1i2!8m2!3d19.1503389!4d77.3184585!16s%2Fg%2F11hzm03smk!19sChIJExe_baHX0TsR77TCV4hOXVM?authuser=0&hl=en&rclk=1","OYO 45331 Hotel Sant Kripa","3.3","(107)","·","Hotel","·","Humble budget hotel with breakfast","","","","","","https://lh5.googleusercontent.com/p/AF1QipPklJgVT417o_JchtWJeg-_xBD9z1JYEnPRcKVe=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Devashish+-+Lodging/data=!4m7!3m6!1s0x3bd1d77c1e81788b:0x918704999afea9bf!8m2!3d19.1678399!4d77.3266991!16s%2Fg%2F11rcgn8jjx!19sChIJi3iBHnzX0TsRv6n-mpkEh5E?authuser=0&hl=en&rclk=1","Hotel Devashish - Lodging","5.0","(1)","·","Hotel","·","589G+4MP, Namaskar Chouk, M.G.M College Road","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Hotel+Anuradha+Palace/data=!4m10!3m9!1s0x3bd1d6448b892aa7:0xd76f572a0207b8b0!5m2!4m1!1i2!8m2!3d19.1594634!4d77.3162778!16s%2Fg%2F119v_k_sc!19sChIJpyqJi0TW0TsRsLgHAipXb9c?authuser=0&hl=en&rclk=1","Hotel Anuradha Palace","3.4","(553)","·","3-star hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipMaa8TCuJIUy7Zz7EqU2xXygxeiJ9S9PSpSflfH=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Nagarjuna/data=!4m10!3m9!1s0x3bd1d65764ac00e7:0x292eba5f23a8fb94!5m2!4m1!1i2!8m2!3d19.1695935!4d77.3210749!16s%2Fg%2F1tdgsv_n!19sChIJ5wCsZFfW0TsRlPuoI1-6Lik?authuser=0&hl=en&rclk=1","Hotel Nagarjuna","3.5","(544)","·","1-star hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNRHm4nTml05ckHPA9kUuYcJGfa7KLa9CGPDxIO=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+G.N.Executive/data=!4m10!3m9!1s0x3bd1d6577ca5d1ef:0x9aaf36ced5290e4d!5m2!4m1!1i2!8m2!3d19.1697071!4d77.3212895!16s%2Fg%2F11c1lx_qy5!19sChIJ79GlfFfW0TsRTQ4p1c42r5o?authuser=0&hl=en&rclk=1","Hotel G.N.Executive","3.5","(112)","·","3-star hotel","","","","","","","","https://lh6.googleusercontent.com/VQQ0RaWt8dCVCH0WykZ4Kww021EowHwCslC0uSACq3vEk63sO9cCE3IMjCe3amMc=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Surajkanwar/data=!4m10!3m9!1s0x3bd1d6383a240895:0x5550a7e50fc40413!5m2!4m1!1i2!8m2!3d19.1477789!4d77.3199041!16s%2Fg%2F11cr_0_4ky!19sChIJlQgkOjjW0TsREwTED-WnUFU?authuser=0&hl=en&rclk=1","Hotel Surajkanwar","3.8","(278)","·","1-star hotel","","","","","","","","https://lh6.googleusercontent.com/AVaFRvtuZXxxMXN6tw4G-IbROK0-w_bP89svoovQuwjxSPZAGj5ICbYD3C0b3gXV=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+63167+Hotel+Rajyog/data=!4m10!3m9!1s0x3bd1d79a46f8e917:0xc2566d8763ff24c0!5m2!4m1!1i2!8m2!3d19.1772843!4d77.3254325!16s%2Fg%2F11hkjq_pb8!19sChIJF-n4RprX0TsRwCT_Y4dtVsI?authuser=0&hl=en&rclk=1","OYO 63167 Hotel Rajyog","3.9","(14)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipMkdN54HScgaUbEepyFj8kEc47dpwRGTC5DPhOZ=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Teak+Wood+Executive/data=!4m10!3m9!1s0x3bd1d640b2261abf:0xd975a88c1520ad32!5m2!4m1!1i2!8m2!3d19.150366!4d77.3148719!16s%2Fg%2F11c1ptvmfb!19sChIJvxomskDW0TsRMq0gFYyoddk?authuser=0&hl=en&rclk=1","Hotel Teak Wood Executive","3.2","(258)","·","Lodge","","","","","","","","https://lh6.googleusercontent.com/AVaFRvtuZXxxMXN6tw4G-IbROK0-w_bP89svoovQuwjxSPZAGj5ICbYD3C0b3gXV=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Central+Park/data=!4m10!3m9!1s0x3bd1d7da752a9bcf:0x416a1103214b34dd!5m2!4m1!1i2!8m2!3d19.1643281!4d77.309115!16s%2Fg%2F11s3y0c510!19sChIJz5sqddrX0TsR3TRLIQMRakE?authuser=0&hl=en&rclk=1","Hotel Central Park","4.2","(34)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipMkdN54HScgaUbEepyFj8kEc47dpwRGTC5DPhOZ=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Krishna+Palace/data=!4m10!3m9!1s0x3bd1d6685715a001:0x5fd8e20aef531f15!5m2!4m1!1i2!8m2!3d19.1583664!4d77.3068333!16s%2Fg%2F12604mglx!19sChIJAaAVV2jW0TsRFR9T7wri2F8?authuser=0&hl=en&rclk=1","Hotel Krishna Palace","3.6","(208)","·","Hotel","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Hotel+Banjara+Palace/data=!4m10!3m9!1s0x3bd1d6f8f518e58b:0xb4257e84399e27df!5m2!4m1!1i2!8m2!3d19.17507!4d77.3240338!16s%2Fg%2F11cp7jvt33!19sChIJi-UY9fjW0TsR3yeeOYR-JbQ?authuser=0&hl=en&rclk=1","Hotel Banjara Palace","3.4","(93)","·","Hotel","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Hotel+Aditi/data=!4m10!3m9!1s0x3bce29dfd17d387d:0x5ab0debbbc866778!5m2!4m1!1i2!8m2!3d19.1233534!4d77.3099534!16s%2Fg%2F11bx4dd4px!19sChIJfTh90d8pzjsReGeGvLvesFo?authuser=0&hl=en&rclk=1","Hotel Aditi","3.9","(358)","·","Hotel","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/hotel+popular/data=!4m7!3m6!1s0x3bd1d71bed550b21:0xe8b56d19fd22f2d3!8m2!3d19.1655289!4d77.3044446!16s%2Fg%2F11m_m5jtx5!19sChIJIQtV7RvX0TsR0_Ii_Rltteg?authuser=0&hl=en&rclk=1","hotel popular","4.0","(1)","·","Hotel","·","5883+6Q8","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Capital+O+82733+Hotel+Devashish/data=!4m10!3m9!1s0x3bd1d7f46aaeb157:0xa1936568e6f6cb00!5m2!4m1!1i2!8m2!3d19.1768101!4d77.325522!16s%2Fg%2F11rcgx3f1t!19sChIJV7GuavTX0TsRAMv25mhlk6E?authuser=0&hl=en&rclk=1","Capital O 82733 Hotel Devashish","5.0","(1)","·","Hotel","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Hotel+Teak+Wood+Executive/data=!4m10!3m9!1s0x3bd1d640b2261abf:0xd975a88c1520ad32!5m2!4m1!1i2!8m2!3d19.150366!4d77.3148719!16s%2Fg%2F11c1ptvmfb!19sChIJvxomskDW0TsRMq0gFYyoddk?authuser=0&hl=en&rclk=1","Hotel Teak Wood Executive","3.2","(258)","·","Lodge","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipN5xjZ9RY0R0Y4VHlFm7iqBqHz_4eo775LKLHYf=w80-h106-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Central+Park/data=!4m10!3m9!1s0x3bd1d7da752a9bcf:0x416a1103214b34dd!5m2!4m1!1i2!8m2!3d19.1643281!4d77.309115!16s%2Fg%2F11s3y0c510!19sChIJz5sqddrX0TsR3TRLIQMRakE?authuser=0&hl=en&rclk=1","Hotel Central Park","4.2","(34)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipMjyqijnMSiBoPrZ-vPLFp2zdK5wYhHWJ_lyrx0=w138-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Krishna+Palace/data=!4m10!3m9!1s0x3bd1d6685715a001:0x5fd8e20aef531f15!5m2!4m1!1i2!8m2!3d19.1583664!4d77.3068333!16s%2Fg%2F12604mglx!19sChIJAaAVV2jW0TsRFR9T7wri2F8?authuser=0&hl=en&rclk=1","Hotel Krishna Palace","3.6","(208)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNYcGb9f38fRa22gqWxjXL_CsscUZE6HBa7Ncgq=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Banjara+Palace/data=!4m10!3m9!1s0x3bd1d6f8f518e58b:0xb4257e84399e27df!5m2!4m1!1i2!8m2!3d19.17507!4d77.3240338!16s%2Fg%2F11cp7jvt33!19sChIJi-UY9fjW0TsR3yeeOYR-JbQ?authuser=0&hl=en&rclk=1","Hotel Banjara Palace","3.4","(93)","·","Hotel","","","","","","","","https://lh6.googleusercontent.com/O6nWWypZoillkL7h9v53NkHU4d9X7vEKYNR67jS0GxNRmc_Py0Lq9NaqSyP7ww=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Aditi/data=!4m10!3m9!1s0x3bce29dfd17d387d:0x5ab0debbbc866778!5m2!4m1!1i2!8m2!3d19.1233534!4d77.3099534!16s%2Fg%2F11bx4dd4px!19sChIJfTh90d8pzjsReGeGvLvesFo?authuser=0&hl=en&rclk=1","Hotel Aditi","3.9","(358)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPDfzfs7i2p6fgdIX1Ng_wxnblbbseMcadQ65Y=w122-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/hotel+popular/data=!4m7!3m6!1s0x3bd1d71bed550b21:0xe8b56d19fd22f2d3!8m2!3d19.1655289!4d77.3044446!16s%2Fg%2F11m_m5jtx5!19sChIJIQtV7RvX0TsR0_Ii_Rltteg?authuser=0&hl=en&rclk=1","hotel popular","4.0","(1)","·","Hotel","·","5883+6Q8","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Capital+O+82733+Hotel+Devashish/data=!4m10!3m9!1s0x3bd1d7f46aaeb157:0xa1936568e6f6cb00!5m2!4m1!1i2!8m2!3d19.1768101!4d77.325522!16s%2Fg%2F11rcgx3f1t!19sChIJV7GuavTX0TsRAMv25mhlk6E?authuser=0&hl=en&rclk=1","Capital O 82733 Hotel Devashish","5.0","(1)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipOuSkyAHKyD1rEDNWOOPUqPFz70Q2Gi5sPsp3IL=w80-h148-k-no","","","","","","",""
"https://www.google.com/maps/place/Hotel+Mitwa/data=!4m7!3m6!1s0x3bd1d504a7d9be43:0x45329923c1a3986b!8m2!3d19.1939366!4d77.280889!16s%2Fg%2F11p_1fsdzr!19sChIJQ77ZpwTV0TsRa5ijwSOZMkU?authuser=0&hl=en&rclk=1","Hotel Mitwa","","","·","Hotel","·","Shop No 3, near Krashna Nagar","","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3TEXTzRLGUvOIqeWbFCuyw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=234.30002&pitch=0&thumbfov=100","","","","","No reviews","",""
"https://www.google.com/maps/place/Ganraj+Palace/data=!4m7!3m6!1s0x3bd1d7dec944c9f3:0x7a5a315b675b71c4!8m2!3d19.1772143!4d77.3253993!16s%2Fg%2F11qmby7x__!19sChIJ88lEyd7X0TsRxHFbZ1sxWno?authuser=0&hl=en&rclk=1","Ganraj Palace","3.2","(52)","·","Lodge","·","58GG+V5J, NAMSKAR CHOUK, near MGM COLLEGE","","","","","","https://lh5.googleusercontent.com/p/AF1QipMcrT_dHR_7-Hfq22EhPLhZqkRams2tFWVdvLIY=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/OYO+62654+Raj+Palace/data=!4m10!3m9!1s0x3bd1d7aa7fbc0087:0x71a37fc5cba0bc58!5m2!4m1!1i2!8m2!3d19.1750851!4d77.3238996!16s%2Fg%2F11j134r7j2!19sChIJhwC8f6rX0TsRWLygy8V_o3E?authuser=0&hl=en&rclk=1","OYO 62654 Raj Palace","3.0","(4)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipNS8XLjAJp4BjfE1xG3qFUZsLBtJpSPijNmdz5v=w137-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Royal+Hotel/data=!4m7!3m6!1s0x3bd1d7bdef7b4883:0x778afd3337f899bd!8m2!3d19.1716456!4d77.3301986!16s%2Fg%2F11qg43yb7h!19sChIJg0h7773X0TsRvZn4NzP9inc?authuser=0&hl=en&rclk=1","Royal Hotel","3.0","(2)","·","Hotel","·","58CJ+M37","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Hotel+Park+Palace/data=!4m10!3m9!1s0x3bd1d669b4cf04f7:0xcb7562a89ac3fd50!5m2!4m1!1i2!8m2!3d19.157532!4d77.3078476!16s%2Fg%2F11_t2g1cm!19sChIJ9wTPtGnW0TsRUP3Dmqhidcs?authuser=0&hl=en&rclk=1","Hotel Park Palace","4.6","(5)","·","2-star hotel","","","","","","","","https://lh4.googleusercontent.com/jzemVJNHp-iQ_2kCqZqsL_LB_eBoLz0SRnw5oh4u0qSbl-Mu81IZbwsdu9x92YPwIA=w163-h92-k-no","","","","","","",""
"https://www.google.com/maps/place/Classic+Amrut+Executive+Hotel/data=!4m10!3m9!1s0x3bd1d66bb9d31721:0x4736cbbe6ee8332d!5m2!4m1!1i2!8m2!3d19.153061!4d77.305847!16s%2Fg%2F1tf5j2rb!19sChIJIRfTuWvW0TsRLTPobr7LNkc?authuser=0&hl=en&rclk=1","Classic Amrut Executive Hotel","3.5","(40)","·","Hotel","","","","","","","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","",""
"https://www.google.com/maps/place/Hotel+Sai+Palace+Lodging/data=!4m10!3m9!1s0x3bd1d710d1f9c365:0xa26f5681bfedfe98!5m2!4m1!1i2!8m2!3d19.1586379!4d77.3076023!16s%2Fg%2F11j4dyk8l4!19sChIJZcP50RDX0TsRmP7tv4FWb6I?authuser=0&hl=en&rclk=1","Hotel Sai Palace Lodging","4.2","(81)","·","Hotel","","","","","","","","https://lh5.googleusercontent.com/p/AF1QipPj2aRiB9J87q9I42qke2eg-X6Z2W-kDjfg_EYl=w139-h92-k-no","","","","","","",""
